Id,SalePrice
1461,122234.99595955014
1462,139178.2636841298
1463,169872.05425123195
1464,199138.80165588506
1465,196257.1092293472
1466,182619.85966399987
1467,200754.86627187254
1468,173034.14898422104
1469,208088.21435857983
1470,118252.2690573011
1471,200048.73990276223
1472,112555.1577992884
1473,88064.08531104552
1474,148705.89951937436
1475,111190.90212161723
1476,313040.5601473951
1477,249881.24444597866
1478,289183.32547086035
1479,268060.7869959839
1480,386285.10675269796
1481,289265.55886912276
1482,211435.14327075146
1483,174685.63488207688
1484,172963.71640966553
1485,207308.94186756294
1486,207784.3780812337
1487,285212.2702380917
1488,260324.3109068626
1489,181886.99813075573
1490,232981.1372052643
1491,211504.5397035284
1492,90426.20873619383
1493,219465.95864772517
1494,288069.0553354351
1495,275579.2790594208
1496,215710.97587212594
1497,158689.53289792943
1498,152318.14062559116
1499,162017.52946486068
1500,150472.59577405895
1501,189066.5901665031
1502,146061.91770617943
1503,286086.9948363155
1504,246544.75633576047
1505,223037.129482097
1506,196997.14646901726
1507,241454.5830160936
1508,198596.45776804606
1509,153425.93172773137
1510,144251.46163180168
1511,147768.5798075227
1512,189769.1474037806
1513,166459.89662991813
1514,157420.37565638288
1515,204396.89912783937
1516,170779.43654695037
1517,166310.29242593888
1518,118868.13734456291
1519,240796.68304193555
1520,122672.23441717587
1521,113388.31738787494
1522,204902.2210470352
1523,74005.80278101447
1524,101185.63413032214
1525,98785.92745774402
1526,84605.05433560826
1527,90674.54326348868
1528,150072.45892381272
1529,128291.43018708332
1530,245827.12035458535
1531,143591.15240819473
1532,118226.97817458119
1533,144876.40378679172
1534,123530.1227899075
1535,143188.48331319424
1536,97261.11960651423
1537,43024.2507920115
1538,177981.47587961634
1539,217808.58082452044
1540,112522.13588623097
1541,153446.87715570023
1542,130444.29206359456
1543,184946.22151815402
1544,74419.69345433835
1545,130035.13048738544
1546,140107.97738154372
1547,141476.8852937105
1548,132213.4921852923
1549,126179.09895548574
1550,126041.08840123704
1551,131011.22886574734
1552,134539.79434794746
1553,167794.93210305367
1554,117656.49206460919
1555,158672.82303543715
1556,80258.39594810281
1557,90087.36519181496
1558,92457.05659742607
1559,73509.82218900288
1560,125176.04901614622
1561,123951.26049666153
1562,116698.84488870157
1563,114864.87732181326
1564,149011.59962639702
1565,139636.71973661426
1566,244002.25231360365
1567,68730.9112831594
1568,221420.9889397598
1569,92118.47818827094
1570,144207.14488795982
1571,120777.65388440364
1572,134066.2139798496
1573,243732.54268886824
1574,117219.29811654426
1575,243937.75749021606
1576,257909.0327611745
1577,198093.19049966568
1578,145811.9676905498
1579,136017.75282270834
1580,210010.48160637962
1581,136361.41669536452
1582,126789.12997718249
1583,306108.3975886542
1584,228178.42531053675
1585,157149.6073923402
1586,54049.45790390519
1587,98704.36099051568
1588,141576.61428394262
1589,107460.64324930892
1590,130113.32911830395
1591,74083.58355647046
1592,121236.56232247734
1593,149974.54461327195
1594,125317.97246962087
1595,119982.99402510119
1596,207090.7267036077
1597,168304.34246023255
1598,207105.51549056917
1599,199230.1585487884
1600,184604.32587404922
1601,24903.568008154165
1602,127355.30752933817
1603,58281.80662531755
1604,249541.23813778698
1605,269169.4706493933
1606,172844.3997801016
1607,165334.9957916306
1608,230633.12507304316
1609,196242.30817974824
1610,156917.89458683832
1611,164825.54056070745
1612,163753.3345539826
1613,173813.03547522076
1614,125002.01569292671
1615,69233.77672478987
1616,51993.70733651973
1617,56369.79196774855
1618,105159.82453405764
1619,156474.31048906106
1620,176108.86608451465
1621,134869.85455957404
1622,126776.44422876392
1623,257995.0999953593
1624,207024.93505708757
1625,118501.34759468678
1626,193549.41469216556
1627,193684.96306544938
1628,278215.20315467706
1629,195796.16426786198
1630,301298.02082662936
1631,211222.4666153004
1632,226392.8137579565
1633,194438.88502692292
1634,194399.92515804525
1635,189957.92773865582
1636,164017.96890678722
1637,195838.52893727785
1638,215091.81479757768
1639,199215.31065834058
1640,254297.02207864518
1641,197318.80075507564
1642,225717.37972162315
1643,224408.4414061266
1644,232300.2520900953
1645,244010.80171462754
1646,181303.7156489836
1647,174955.24759376072
1648,134122.91567185847
1649,129725.2655324447
1650,115464.80469546397
1651,110265.4013609977
1652,117583.01392704318
1653,117584.14912667358
1654,151515.0122100627
1655,146894.5484369155
1656,139414.31476432458
1657,152571.40007939166
1658,143660.7976863035
1659,127188.93645680626
1660,139771.08318366134
1661,369478.83755463234
1662,321197.3411544317
1663,320290.3768365958
1664,409765.90867834294
1665,287589.4967445098
1666,294416.77097865636
1667,301144.37677148636
1668,311068.43222250766
1669,294135.0831747004
1670,309607.31745783496
1671,258031.78917900054
1672,373949.8834080157
1673,288984.3148952087
1674,256104.49212396075
1675,184261.94698495348
1676,194495.58772668522
1677,215751.53985018027
1678,385225.91636628925
1679,317550.07431734935
1680,273744.5593898783
1681,242624.34331406257
1682,290983.6134165963
1683,191453.9603181251
1684,205367.18687181803
1685,178645.41651455616
1686,173983.81760038808
1687,183875.35029637697
1688,207697.6780485981
1689,207857.6042935315
1690,218206.03701965068
1691,207595.92666728818
1692,263883.46629755246
1693,184903.46689563734
1694,192688.45578921377
1695,187030.7110292106
1696,273398.6803115816
1697,190324.88949930016
1698,322581.76989974105
1699,296639.4171179936
1700,248601.67624314106
1701,272200.4128197741
1702,256953.94967290736
1703,260682.61431829585
1704,280005.381230501
1705,237926.48764661793
1706,359846.5921788098
1707,191239.42045590444
1708,203847.5404261707
1709,273375.43777392106
1710,230253.34372283774
1711,276728.05900153005
1712,248476.88040955504
1713,265717.4254007698
1714,218031.7781550947
1715,204382.82981284894
1716,181337.55463339458
1717,193123.9690419829
1718,138440.22942414018
1719,212631.55820685346
1720,247816.24624356232
1721,182635.32577536232
1722,128292.10865590605
1723,163519.8173321765
1724,224168.8671808194
1725,231613.581534988
1726,185827.0100416271
1727,146846.67196881934
1728,196382.62753713317
1729,167136.83910668688
1730,169671.62224411126
1731,118094.66031955834
1732,120029.45312971459
1733,106878.68386153877
1734,106642.88907915237
1735,125917.23628542526
1736,97700.80661492771
1737,326756.1471171819
1738,237189.691123178
1739,257069.34584279358
1740,183513.08938349108
1741,185111.73314904864
1742,166941.38378141285
1743,180686.5713385751
1744,293106.03771025315
1745,217169.856807807
1746,212675.97292294842
1747,227237.6529755385
1748,219620.56478847843
1749,156429.97623299714
1750,143032.86937358673
1751,252131.37118052226
1752,104912.25323845446
1753,148643.39409850002
1754,227974.9937180113
1755,162722.11263179174
1756,140655.70517889597
1757,93073.4819603595
1758,154434.70671776216
1759,178144.07443712605
1760,175769.9527676073
1761,168543.17670758348
1762,164528.31984124356
1763,168537.14204453258
1764,106948.78266279539
1765,188603.72741082753
1766,211968.8072394852
1767,251525.0890266383
1768,135765.3761715712
1769,180264.52012658375
1770,157390.52605504775
1771,105541.1312706666
1772,116345.93868632521
1773,105474.57724910718
1774,137811.0256156146
1775,137461.62957995338
1776,143667.19080857537
1777,96607.70246659848
1778,133829.538505201
1779,129088.38738275087
1780,194737.44309850014
1781,108257.78330808738
1782,44540.03815815691
1783,138134.90223921672
1784,90700.5451916526
1785,101024.1737366207
1786,176530.8082429089
1787,159905.18936338858
1788,29018.927127907984
1789,96682.46097546187
1790,39190.071262243786
1791,209341.62421099306
1792,166160.88116092002
1793,160675.97133136098
1794,178525.24814172578
1795,120990.55832911632
1796,131570.18397225975
1797,146556.27110104077
1798,98822.83776912768
1799,99809.51106248843
1800,104857.64035181631
1801,90354.2857980365
1802,166359.58511193632
1803,165331.20617241017
1804,132109.1393009508
1805,143018.42146264343
1806,129127.28846260393
1807,175624.4373441548
1808,122828.94635166856
1809,125710.72276139981
1810,148160.05872113886
1811,62415.48240837455
1812,100898.17319268966
1813,107893.34418263054
1814,81925.8886396049
1815,18646.53552313242
1816,87649.41651572112
1817,99340.98612685152
1818,141507.41384331766
1819,121343.12573431502
1820,56876.850493597914
1821,124012.75866238051
1822,164530.90254974924
1823,33747.35058043897
1824,128067.86456692172
1825,131245.36038393131
1826,94278.82725241268
1827,95474.1340453811
1828,129229.7017191106
1829,175300.57527030492
