Id,SalePrice
1461,123391.7
1462,155676.652
1463,186959.218
1464,192224.326
1465,199175.446
1466,184147.218
1467,171468.914
1468,176738.726
1469,180283.974
1470,125208.1
1471,206278.95
1472,96357.4
1473,97327.7
1474,150052.642
1475,128568.84
1476,355863.986
1477,254025.614
1478,299720.924
1479,298779.368
1480,409853.664
1481,297378.198
1482,204510.632
1483,191006.294
1484,176949.078
1485,184957.296
1486,200374.412
1487,301592.988
1488,233177.572
1489,210235.686
1490,231232.518
1491,193178.782
1492,102356.24
1493,184760.446
1494,288248.03
1495,280317.512
1496,239600.268
1497,180961.812
1498,159127.39
1499,156911.772
1500,165197.432
1501,170811.872
1502,166136.882
1503,271326.252
1504,230962.818
1505,217406.734
1506,178754.286
1507,250628.868
1508,193955.878
1509,159142.828
1510,149391.118
1511,150136.732
1512,170790.038
1513,147009.932
1514,160490.884
1515,192997.336
1516,157877.594
1517,161504.312
1518,137597.556
1519,224068.342
1520,139494.418
1521,143019.21
1522,165554.136
1523,115843.484
1524,121966.968
1525,127735.85
1526,128049.398
1527,113367.806
1528,129809.62
1529,143051.21
1530,169363.25
1531,145668.926
1532,108497.4
1533,140594.8
1534,120588.546
1535,156053.92
1536,120968.01
1537,104041.754
1538,158703.562
1539,190564.642
1540,121293.032
1541,135816.296
1542,135355.974
1543,187039.706
1544,96910.19
1545,111794.086
1546,130847.664
1547,135133.158
1548,123349.528
1549,117360.97
1550,138993.706
1551,120117.29
1552,151991.752
1553,145528.768
1554,120701.136
1555,176210.83
1556,109383.746
1557,113843.446
1558,103005.216
1559,115425.492
1560,146732.324
1561,138061.092
1562,129681.85
1563,126423.52
1564,171859.662
1565,164602.414
1566,217519.642
1567,93413.756
1568,228806.064
1569,158439.7
1570,145806.0
1571,132699.648
1572,142657.724
1573,244148.288
1574,135638.254
1575,228137.46
1576,235914.404
1577,199352.52
1578,142596.14
1579,143897.06
1580,189438.646
1581,148225.602
1582,125117.35
1583,316391.682
1584,238397.196
1585,139297.16
1586,89947.876
1587,113447.172
1588,147475.728
1589,105449.748
1590,135953.19
1591,103580.704
1592,135701.576
1593,124012.48
1594,132205.102
1595,130831.126
1596,207968.068
1597,170328.286
1598,188313.658
1599,187810.638
1600,191350.644
1601,90609.0
1602,117356.446
1603,107654.786
1604,291956.922
1605,244405.776
1606,164769.83
1607,170550.762
1608,223755.03
1609,194065.384
1610,167316.552
1611,154264.186
1612,186744.346
1613,175316.216
1614,128742.682
1615,96064.076
1616,92666.184
1617,95530.35
1618,124189.376
1619,135990.02
1620,174778.124
1621,143480.632
1622,145480.336
1623,273886.384
1624,224539.816
1625,123227.46666666666
1626,166472.11
1627,190450.586
1628,277221.302
1629,178521.144
1630,314503.304
1631,202009.42
1632,229417.956
1633,179860.026
1634,191137.364
1635,184351.502
1636,170590.068
1637,190239.544
1638,200911.086
1639,179708.384
1640,239695.334
1641,181231.584
1642,231776.554
1643,224149.228
1644,229143.34
1645,189440.89
1646,158768.3
1647,160377.808
1648,142782.728
1649,140528.61
1650,120682.23
1651,121128.182
1652,95490.9
1653,98454.8
1654,156683.37
1655,151272.502
1656,150093.314
1657,155007.022
1658,160243.094
1659,130309.33266666665
1660,160200.926
1661,393019.232
1662,337135.748
1663,366356.77
1664,397323.786
1665,318046.69
1666,324804.21
1667,344861.736
1668,337406.398
1669,284831.76
1670,340377.84
1671,266602.296
1672,391211.888
1673,294408.884
1674,246823.846
1675,192946.16
1676,194471.976
1677,210069.346
1678,395119.55
1679,365094.42
1680,321667.864
1681,259790.832
1682,310346.938
1683,188759.988
1684,181811.794
1685,180727.834
1686,175914.954
1687,177090.056
1688,196185.14
1689,195164.208
1690,190486.97
1691,187155.722
1692,262020.358
1693,177647.806
1694,185098.498
1695,169221.516
1696,271018.486
1697,170678.984
1698,322313.924
1699,308023.75
1700,246966.894
1701,265803.108
1702,256980.87
1703,252840.888
1704,285781.266
1705,243837.148
1706,371217.922
1707,226756.582
1708,215213.238
1709,260558.172
1710,219582.624
1711,263828.638
1712,262089.036
1713,267092.592
1714,217125.922
1715,199002.262
1716,178554.972
1717,168444.054
1718,135036.292
1719,206398.364
1720,239725.332
1721,165151.456
1722,131911.368
1723,159513.738
1724,213604.73
1725,232945.458
1726,197184.984
1727,181673.684
1728,185967.108
1729,166254.304
1730,158418.338
1731,127695.658
1732,130915.7
1733,122107.96666666666
1734,131539.446
1735,135468.25
1736,123016.71
1737,299636.268
1738,219951.106
1739,252243.164
1740,233143.486
1741,195938.13
1742,167282.77
1743,166652.21
1744,287641.608
1745,204766.334
1746,213210.958
1747,201711.23
1748,216163.552
1749,161124.31
1750,141551.16
1751,226248.488
1752,121415.5
1753,151478.608
1754,193055.952
1755,175795.092
1756,126105.22
1757,121013.05
1758,156908.804
1759,165568.46
1760,165545.236
1761,154596.52
1762,182577.784
1763,170463.982
1764,123488.2
1765,174073.156
1766,176293.216
1767,212626.394
1768,143495.05
1769,163146.362
1770,145873.618
1771,136953.924
1772,139453.026
1773,143017.9
1774,147444.198
1775,136037.218
1776,124680.574
1777,116512.05
1778,138270.554
1779,124884.696
1780,174891.43
1781,132117.924
1782,103203.926
1783,139018.712
1784,115049.14
1785,121119.17
1786,168882.55
1787,157833.26
1788,85395.158
1789,112794.428
1790,103342.092
1791,180939.878
1792,151371.81
1793,142114.67
1794,140964.704
1795,137208.83
1796,141749.908
1797,120152.84
1798,129872.692
1799,117785.0
1800,137358.08266666665
1801,128403.398
1802,137287.118
1803,152939.524
1804,142911.264
1805,141131.32
1806,121769.056
1807,136439.982
1808,126377.974
1809,124270.286
1810,146527.192
1811,107191.176
1812,104757.758
1813,119197.874
1814,103984.208
1815,78549.208
1816,107712.082
1817,127966.696
1818,145796.454
1819,135095.742
1820,91766.496
1821,117392.818
1822,149867.304
1823,75621.382
1824,137054.348
1825,144372.852
1826,114134.848
1827,114415.718
1828,134690.812
1829,116535.38
